POS Position,Name,Team,Position,P Played,G 7M goals,% 7M Shooting accuracy,G Full back - Goals,% Full back - Shooting accuracy,T Centre back - Goals,% Centre back - Shooting accuracy,G Wing - Goals,% Wing - Shooting accuracy,G Pivot - Goals,% Pivot - Shooting accuracy,G Fast breaks - Goals,% Fast breaks - Shooting accuracy
285,Sarac Josip,FAG,LB,31,-,-,93,73.23%,19,43.18%,-,-,6,75.00%,6,75.00%
287,Pliuto Nikita,WET,P,4,-,-,1,50.00%,-,-,-,-,5,83.33%,-,-
288,Ruminsky Mario,HBW,GK,32,-,-,-,-,-,-,-,-,-,-,-,-
289,Hutecek Lukas,TBV,CB,34,-,-,89,73.55%,32,50.00%,-,-,1,100.00%,6,85.71%
290,Jacobsen Steven Plucnar,RNL,P,34,-,-,-,-,-,-,-,-,10,83.33%,1,100.00%
291,Pytlick Simon,SGF,CB,28,-,-,67,72.83%,49,50.52%,-,-,-,-,5,62.50%
292,Ivankovic Ante,TVB,LB,13,-,-,5,71.43%,5,38.46%,-,-,-,-,-,-
293,Lumbroso Yoav,EIS,CB,15,-,-,22,61.11%,3,30.00%,-,-,-,-,1,50.00%
294,Pedersen Mathias Mark,WET,CB,20,-,-,12,54.55%,5,55.56%,-,-,1,100.00%,3,75.00%
295,Wagner Hendrik,WET,LB,34,-,-,38,62.30%,29,46.77%,1,100.00%,-,-,6,85.71%
296,Roller Nils,FAG,P,17,-,-,-,-,-,-,-,-,9,75.00%,-,-
297,Horzen Kristjan,GUM,P,33,-,-,2,40.00%,1,100.00%,-,-,83,80.58%,5,71.43%
298,Nyfjall Adam,HAN,P,22,-,-,1,50.00%,-,-,-,-,16,84.21%,1,100.00%
299,Horgen Aksel,SGF,RW,34,-,-,1,33.33%,-,-,7,50.00%,-,-,5,83.33%
300,Strmljan Tilen,HAN,CB,33,-,-,16,51.61%,2,25.00%,-,-,1,33.33%,-,-
302,Heinzelmann Tobias,HBW,P,31,-,-,4,66.67%,-,-,-,-,38,65.52%,7,63.64%
303,Klima Matej,LEI,LB,34,-,-,75,77.32%,55,47.41%,-,-,-,-,10,90.91%
304,Sejr Jensen Simon,HBW,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
305,Lindenchrone Andersen Jon,RNL,RB,34,-,-,34,64.15%,8,50.00%,19,67.86%,-,-,19,82.61%
306,Laerke Emil Buhl,TBV,LB,31,-,-,32,61.54%,50,56.82%,-,-,-,-,-,-
308,Schluroff Miro,GUM,LB,33,-,-,46,73.02%,23,43.40%,-,-,-,-,2,66.67%
309,Hanne Martin,HAN,LB,31,-,-,47,65.28%,9,42.86%,-,-,-,-,6,100.00%
311,Bialowas Yannik,HCE,LW,31,-,-,2,66.67%,-,-,12,70.59%,-,-,2,66.67%
312,Ahouansou Philipp,RNL,LB,19,-,-,15,60.00%,15,51.72%,-,-,-,-,-,-
313,Kiesler Tom,GUM,LB,34,-,-,4,66.67%,-,-,-,-,-,-,3,60.00%
314,Kraus Dustin,EIS,LB,15,-,-,1,25.00%,-,-,3,100.00%,-,-,-,-
315,Reimer Jan,BHC,RW,6,-,-,-,-,-,-,3,50.00%,-,-,-,-
316,Suljakovic Anadin,WET,GK,25,-,-,-,-,-,-,-,-,-,-,-,-
317,Reichenbach Lukas,HAN,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
318,Ehrig Sven,THW,RW,22,-,-,2,66.67%,1,100.00%,13,65.00%,1,100.00%,5,83.33%
319,Schneibel Jannis,EIS,CB,8,-,-,-,-,-,-,-,-,-,-,-,-
320,Spikic Matija,EIS,GK,34,-,-,-,-,-,-,-,-,-,-,1,100.00%
321,Ilic Zoran,HSV,RB,27,-,-,52,72.22%,38,55.88%,-,-,-,-,2,100.00%
322,Nicolaus Fynn-Luca,TVB,LB,29,-,-,21,67.74%,5,27.78%,-,-,2,100.00%,-,-
323,Bauer Stefan,HCE,P,16,-,-,-,-,-,-,-,-,22,68.75%,-,-
324,Obling Bertram,HCE,GK,34,-,-,-,-,-,-,-,-,-,-,-,-
325,Andersen Mads Kjeldgaard,BHC,LB,34,-,-,49,67.12%,43,48.31%,-,-,1,100.00%,8,80.00%
326,Pregler Ole,GUM,CB,32,-,-,55,70.51%,13,37.14%,-,-,-,-,4,80.00%
327,Severec Tomislav,HSV,LB,29,-,-,7,58.33%,1,20.00%,-,-,2,100.00%,-,-
328,Lichtlein Nils,BER,CB,33,-,-,55,70.51%,12,50.00%,-,-,1,50.00%,2,100.00%
329,Ludwig Lasse,BER,GK,7,-,-,-,-,-,-,-,-,-,-,-,-
330,Freihofer Tim,BER,LW,34,-,-,1,100.00%,-,-,19,55.88%,2,66.67%,5,83.33%
331,Uscins Renars,HAN,RB,27,-,-,71,61.74%,16,42.11%,-,-,-,-,6,100.00%
332,Grazioli Leonard,WET,GK,6,-,-,-,-,-,-,-,-,-,-,-,-
333,Nikolaisen Tom Kare,BHC,P,1,-,-,-,-,-,-,-,-,-,-,-,-
334,Bochmann Pascal,LEI,GK,3,-,-,-,-,-,-,-,-,-,-,-,-
335,Neudeck Oskar,FAG,LB,3,-,-,1,33.33%,1,100.00%,-,-,-,-,-,-
336,Haseler Mathis,GUM,RW,34,-,-,1,50.00%,-,-,14,56.00%,3,100.00%,3,75.00%
337,Langhoff Matthes,BER,LB,26,-,-,11,84.62%,6,54.55%,-,-,-,-,-,-
338,Orlov Maxim,BER,CB,1,-,-,-,-,-,-,-,-,-,-,-,-
339,Beneke Max,BER,RB,14,-,-,3,100.00%,6,75.00%,-,-,-,-,1,100.00%
340,Oberosler Louis,BHC,GK,5,-,-,-,-,-,-,-,-,-,-,-,-
341,Seitz Stephan,HCE,RB,28,-,-,28,75.68%,1,11.11%,5,62.50%,1,100.00%,3,75.00%
343,Beekmann Ben,MTM,LW,3,-,-,-,-,-,-,-,-,-,-,-,-
344,Spath David,RNL,GK,29,-,-,-,-,-,-,-,-,-,-,-,-
345,Carstensen Leve,TBV,LW,34,-,-,5,83.33%,-,-,26,76.47%,1,100.00%,8,100.00%
346,Nowak Marcel,BER,RB,2,-,-,-,-,-,-,-,-,-,-,-,-
347,Hubke Torben,TBV,P,10,-,-,-,-,-,-,-,-,-,-,-,-
348,Seesing Aron,BHC,P,17,-,-,1,50.00%,-,-,-,-,31,88.57%,1,100.00%
350,Aho Sindre Andre,MTM,CB,20,-,-,20,86.96%,3,100.00%,6,66.67%,-,-,2,100.00%
351,av Teigum Hakun West,BER,RW,33,-,-,2,66.67%,-,-,11,55.00%,-,-,3,75.00%
352,Laube Lukas,TVB,P,19,-,-,1,33.33%,-,-,-,-,65,79.27%,1,100.00%
353,Serrano Villalobos Jorge,TVB,RW,30,-,-,6,54.55%,-,-,32,82.05%,2,100.00%,12,92.31%
354,Sajenev Mika Laurin,LEI,P,18,-,-,-,-,1,100.00%,-,-,1,20.00%,-,-
355,Sauter Moritz,BER,CB,2,-,-,-,-,-,-,-,-,-,-,-,-
356,Fischer Justus,HAN,P,28,-,-,4,36.36%,4,66.67%,-,-,79,72.48%,17,70.83%
357,Heitkamp Niclas,EIS,LB,14,-,-,9,56.25%,1,33.33%,-,-,-,-,-,-
358,Scholtes Elias,BHC,RB,6,-,-,9,64.29%,5,55.56%,-,-,-,-,-,-
359,Oetjen Thore,TBV,P,2,-,-,-,-,-,-,-,-,1,33.33%,-,-
360,Michalski Niklas,RNL,RW,1,-,-,-,-,-,-,-,-,-,-,-,-
361,Klimpke Ole,WET,LB,31,-,-,17,85.00%,6,75.00%,-,-,-,-,1,100.00%
362,Huber Elias,HBW,CB,33,-,-,31,67.39%,8,42.11%,-,-,-,-,2,100.00%
363,Ayar Koray,HAN,P,16,-,-,-,-,-,-,-,-,1,100.00%,-,-
364,Schmitz Tobias,BHC,LW,5,-,-,-,-,-,-,-,-,-,-,-,-
365,Hoepfner Noel Benjamin,WET,LB,2,-,-,-,-,-,-,-,-,-,-,-,-
366,Buchele Julian,FAG,GK,17,-,-,-,-,-,-,-,-,-,-,-,-
367,Zacharias Lion,RNL,LW,29,-,-,-,-,-,-,18,60.00%,1,100.00%,1,100.00%
368,Hopfmann Luca,LEI,RB,1,-,-,-,-,-,-,-,-,-,-,-,-
369,Geislers Ralfs,TBV,LB,1,-,-,-,-,-,-,-,-,-,-,-,-
370,Houtepen Thomas,TBV,CB,19,-,-,7,63.64%,3,60.00%,-,-,-,-,-,-
371,Runarsson Andri Mar,LEI,CB,34,-,-,27,58.70%,14,37.84%,-,-,3,100.00%,8,100.00%
372,Tomashevskyi Oleksii,TBV,P,5,-,-,-,-,-,-,-,-,-,-,-,-
373,Protsiuk Mykola,GUM,LB,5,-,-,-,-,-,-,-,-,-,-,-,-
374,Schottle Nico,TVB,LB,2,-,-,-,-,-,-,-,-,-,-,-,-
375,Schroven Finn,GUM,RW,7,-,-,-,-,-,-,-,-,-,-,-,-
376,Jonsson Elvar Orn,MTM,CB,25,-,-,73,79.35%,47,54.02%,1,33.33%,2,100.00%,6,100.00%
377,Waldgenbach Jan,MTM,RB,8,-,-,1,100.00%,-,-,-,-,-,-,-,-
378,Runge Malte,TBV,RW,4,-,-,-,-,-,-,-,-,-,-,-,-
379,Rodriguez Luis,HAN,P,2,-,-,-,-,-,-,-,-,-,-,-,-
380,Koster Moritz,GUM,LB,7,-,-,-,-,-,-,-,-,-,-,-,-
382,Keller Leon,RNL,LB,1,-,-,-,-,-,-,-,-,-,-,-,-
383,Reichmuth Timothy,EIS,LW,34,-,-,-,-,-,-,25,71.43%,1,50.00%,2,100.00%
384,Mauch Jan Luca,TVB,RB,1,-,-,-,-,-,-,-,-,-,-,-,-
385,Greilich Nils,LEI,LW,3,-,-,-,-,-,-,-,-,-,-,-,-
387,Widmaier Maurice,TVB,CB,1,-,-,-,-,-,-,-,-,-,-,-,-
388,Grundel Finn Luca,HSV,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
389,Weimer Tizian,WET,RW,3,-,-,-,-,-,-,-,-,-,-,-,-
390,Wente Till,HBW,LB,3,-,-,-,-,-,-,-,-,-,-,-,-
391,Horr Manuel,MTM,CB,21,-,-,3,75.00%,2,100.00%,-,-,-,-,-,-
392,Rohrweber Renke,HAN,RW,2,-,-,-,-,-,-,-,-,-,-,-,-
393,Weber Daniel,HAN,RW,2,-,-,-,-,-,-,-,-,-,-,-,-
394,Fugel Elias,HBW,RW,14,-,-,1,50.00%,-,-,13,68.42%,1,100.00%,3,75.00%
395,El-Tayar Mohamed Essam Moustafa,HBW,GK,33,-,-,-,-,-,-,-,-,-,-,-,-
396,Hildenbrand Tim,HBW,RW,25,-,-,-,-,-,-,14,50.00%,-,-,2,28.57%
397,Grupe Magnus,RNL,CB,4,-,-,-,-,-,-,-,-,-,-,-,-
398,Peter Staffan,LEI,RW,29,-,-,3,75.00%,-,-,46,58.23%,-,-,13,92.86%
399,Israel Benedikt,GUM,,1,-,-,-,-,-,-,-,-,-,-,-,-
400,Pinski Alexander,HSV,GK,6,-,-,-,-,-,-,-,-,-,-,-,-
401,Niemann Max,HSV,CB,16,-,-,3,60.00%,-,-,-,-,-,-,-,-
402,Bialowas Lucca,HCE,CB,1,-,-,-,-,-,-,-,-,-,-,-,-
403,Hasenkamp Fynn Jarik,TBV,LB,3,-,-,1,100.00%,-,-,-,-,-,-,-,-
404,Jacobs Jann Keno,BER,P,31,-,-,-,-,-,-,-,-,4,100.00%,-,-
405,Bacani Nico,TVB,RW,6,-,-,-,-,-,-,2,66.67%,-,-,-,-
406,Battermann Ben Connar,TBV,LB,20,-,-,5,62.50%,-,-,-,-,-,-,-,-
407,Schwormstede Luca Alexander,THW,LB,3,-,-,-,-,-,-,-,-,-,-,-,-
408,Faust Jarnes,THW,RW,9,-,-,-,-,-,-,6,85.71%,1,100.00%,5,71.43%
409,Gautsch Niklas,HAN,LB,2,-,-,-,-,-,-,-,-,-,-,-,-
410,Pabst Henri,THW,RB,2,-,-,1,100.00%,-,-,-,-,-,-,-,-
411,Gommel Tim,HCE,RW,16,-,-,4,100.00%,-,-,16,66.67%,-,-,7,87.50%
412,Andresen Lasse,HAN,GK,4,-,-,-,-,-,-,-,-,-,-,-,-
413,Pfeil Robin,SCM,LW,1,-,-,-,-,-,-,-,-,-,-,-,-
414,Tschentscher Luca,TVB,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
415,Abt Valentin,FAG,LW,1,-,-,-,-,-,-,1,50.00%,-,-,-,-
416,Ohl Lasse,MTM,P,2,-,-,-,-,-,-,-,-,-,-,-,-
417,Goebner Marius,WET,GK,3,-,-,-,-,-,-,-,-,-,-,-,-
418,Puls Frederik,TBV,RW,3,-,-,-,-,-,-,-,-,-,-,-,-
419,Duck Louis,HBW,P,1,-,-,-,-,-,-,-,-,-,-,-,-
420,Sondermann Frederik,BHC,P,2,-,-,-,-,-,-,-,-,-,-,-,-
421,Hartwig Alexander,HSV,LW,34,-,-,-,-,-,-,5,55.56%,-,-,1,33.33%
422,Giesselmann Paul,BHC,LW,1,-,-,-,-,-,-,1,33.33%,-,-,-,-
424,Buck Tobias,HCE,LB,7,-,-,-,-,-,-,-,-,-,-,-,-
425,Ohl Paul,GUM,LB,4,-,-,-,-,-,-,-,-,-,-,-,-
426,Locher Mischa,HBW,LW,7,-,-,-,-,-,-,3,100.00%,-,-,-,-
427,Czertowicz Oskar,SGF,CB,4,-,-,-,-,-,-,-,-,-,-,-,-
428,Bellahcene Samir,THW,GK,28,-,-,-,-,-,-,-,-,-,-,-,-
429,Stegemeyer Dennis,TVB,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
430,Wolf Tom,MTM,LB,8,-,-,1,50.00%,-,-,-,-,-,-,1,100.00%
431,Gossner Tim,FAG,RW,10,-,-,-,-,-,-,2,100.00%,-,-,-,-
432,Benkendorf Lennard,HSV,LB,13,-,-,-,-,1,100.00%,-,-,-,-,-,-
433,Bierfreund Magnus,THW,GK,8,-,-,-,-,-,-,-,-,-,-,-,-
434,Lonborg Mads-Peter,HCE,RW,18,-,-,7,63.64%,4,66.67%,2,66.67%,-,-,3,75.00%
435,Freitag Bastian,EIS,GK,4,-,-,-,-,-,-,-,-,-,-,-,-
436,Lutze Thorge,HAN,LB,2,-,-,-,-,-,-,-,-,-,-,-,-
437,Newel Elias,FAG,CB,9,-,-,4,80.00%,1,50.00%,-,-,-,-,-,-
438,Santos Ivo,BHC,P,18,-,-,2,100.00%,-,-,-,-,1,33.33%,-,-
439,Pachmann Tobias,HSV,P,4,-,-,-,-,-,-,-,-,2,50.00%,-,-
440,Simon Colin,WET,RW,1,-,-,-,-,-,-,-,-,-,-,-,-
441,Altena Leander,BHC,RW,1,-,-,-,-,-,-,-,-,-,-,-,-
442,Babic Roman,BHC,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
443,Uskok Dalio,TVB,CB,1,-,-,-,-,-,-,-,-,-,-,-,-
444,Lubbadeh Ben,WET,LW,1,-,-,-,-,-,-,-,-,-,-,-,-
445,Wurz Phillip,GUM,P,2,-,-,-,-,-,-,-,-,-,-,-,-
446,Spandaou Phil,WET,LW,6,-,-,-,-,-,-,2,66.67%,-,-,-,-
447,Beck Carl,MTM,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
448,Wloch Torge,HSV,P,2,-,-,-,-,-,-,-,-,-,-,-,-
449,Doniecki Antoni Andrzej,BHC,P,13,-,-,-,-,-,-,-,-,5,45.45%,-,-
450,Zink Leonard,HAN,RB,5,-,-,-,-,-,-,-,-,-,-,-,-
451,Szilagyi Ben Janos,THW,LW,5,-,-,-,-,-,-,1,33.33%,-,-,-,-
452,Fink Moritz,FAG,LW,1,-,-,-,-,-,-,-,-,-,-,-,-
453,Servos Soeren,BHC,LB,2,-,-,-,-,-,-,-,-,-,-,-,-
454,Szymon Wagner,HAN,GK,1,-,-,-,-,-,-,-,-,-,-,-,-
455,Mestrovic Theo,HBW,GK,2,-,-,-,-,-,-,-,-,-,-,-,-
456,Guretzky Daniel,LEI,GK,2,-,-,-,-,-,-,-,-,-,-,-,-
